R0,VE,n_breach,net_FoI,net_FoI_maxVE,net_exp_days,breach_per_IA,FoI_per_IA,exp_days_per_IA,net_FoI_rel_base,net_FoI_maxVE_rel_base
8,0.8,1025,1233.91054601973,246.782109203946,2175.3,0.15436386008959,0.0875608858037327,0.15436386008959,0.48219011362458,0.096438022724916
8,0.9,425,372.479149653215,37.2479149653215,865.9,0.120493268948689,0.0518318863112876,0.120493268948689,0.145558172003175,0.0145558172003175
9,0,11213,21105.8826848202,21105.8826848202,38035.4999999999,0.537066318484718,0.298017870460669,0.537066318484718,8.24780046071327,8.24780046071327
9,0.1,9819,17596.867250258,15837.1805252322,31978.1000000001,0.500925987021081,0.275648900210282,0.500925987021081,6.87654015617993,6.18888614056194
9,0.2,8158,14685.5590789349,11748.4472631479,26261.2,0.463637539549612,0.259271338639051,0.463637539549612,5.73885313141564,4.59108250513251
9,0.3,6548,11116.6963272299,7781.6874290609,20013.1000000001,0.401134598813064,0.222818629864938,0.401134598813064,4.34420556858682,3.04094389801078
9,0.4,5027,7098.86268483624,4259.31761090175,14293.5,0.335743509426191,0.166746917881663,0.335743509426191,2.77410823308722,1.66446493985233
9,0.5,4013,5617.19841382781,2808.59920691391,10782.7,0.304076100867477,0.158407058665801,0.304076100867477,2.19510040671306,1.09755020335653
9,0.6,3069,3363.84642078873,1345.53856831549,8110.20000000001,0.283972522618672,0.117782539741704,0.283972522618672,1.31453085727158,0.525812342908631
9,0.7,1991,2198.68554589446,659.605663768337,4939.29999999999,0.230080547598599,0.102418313201572,0.230080547598599,0.859206882232627,0.257762064669788
9,0.8,1128,1048.27405503186,209.654811006373,2602.7,0.184496287357056,0.0743084763077212,0.184496287357056,0.409646701972051,0.0819293403944101
9,0.9,417,285.529896887678,28.5529896887678,723.8,0.102028299689265,0.0402488669382442,0.102028299689265,0.11157996328632,0.011157996328632
10,0,11837,26404.1602498148,26404.1602498148,41462.1,0.584581929548633,0.372277210921493,0.584581929548633,10.3182723189208,10.3182723189208
10,0.1,10322,21048.3964747524,18943.5568272771,34266.5,0.538624455545581,0.330853197476282,0.538624455545581,8.22533588072095,7.40280229264885
10,0.2,8144,14684.2063689156,11747.3650951325,26396.8000000001,0.468118356785189,0.260408328134902,0.468118356785189,5.73832451659831,4.59065961327864
10,0.3,6974,13481.3579724646,9436.95058072521,22109.2000000001,0.447008322215471,0.272568849549397,0.447008322215471,5.26827293398657,3.6877910537906
10,0.4,5638,9147.13247618506,5488.27948571104,16628.3000000001,0.389129981271837,0.214058171259173,0.389129981271837,3.57453533585427,2.14472120151256
10,0.5,4130,8831.81473968521,4415.90736984261,11991.9,0.336030101945755,0.247480016289532,0.336030101945755,3.45131481903386,1.72565740951693
10,0.6,3143,4380.87069709613,1752.34827883845,8422.90000000002,0.295149287310839,0.153511363550423,0.295149287310839,1.71196570612145,0.684786282448582
10,0.7,1943,2691.73157840749,807.519473522247,4857.69999999999,0.226925577359108,0.125743199976504,0.226925577359108,1.05188042992739,0.315564128978218
10,0.8,1159,1317.47750020284,263.495500040568,2693.79999999999,0.191184897724363,0.0935042694819326,0.191184897724363,0.514846580710299,0.10296931614206
10,0.9,501,734.103148804833,73.4103148804833,1109.7,0.155568592035398,0.102913754409588,0.155568592035398,0.286874345856109,0.0286874345856109
